Latitude,Longitude
10.925000762939453,98.275
10.975000762939453,98.275
10.925000762939453,98.225
10.975000762939453,98.225
10.950000762939453,98.25
10.925000762939453,99.67500152587891
10.975000762939453,99.67500152587891
10.925000762939453,99.6250015258789
10.975000762939453,99.6250015258789
10.950000762939453,99.6500015258789
10.925000762939453,103.67500152587891
10.975000762939453,103.67500152587891
10.925000762939453,103.6250015258789
10.975000762939453,103.6250015258789
10.950000762939453,103.6500015258789
10.925000762939453,108.57500305175782
10.975000762939453,108.57500305175782
10.925000762939453,108.5250030517578
10.975000762939453,108.5250030517578
10.950000762939453,108.55000305175781
10.925000762939453,125.32500305175782
10.975000762939453,125.32500305175782
10.925000762939453,125.2750030517578
10.975000762939453,125.2750030517578
10.950000762939453,125.30000305175781
10.87499771118164,99.7249969482422
10.924997711181641,99.7249969482422
10.87499771118164,99.67499694824218
10.924997711181641,99.67499694824218
10.89999771118164,99.69999694824219
10.87499771118164,108.4749969482422
10.924997711181641,108.4749969482422
10.87499771118164,108.42499694824218
10.924997711181641,108.42499694824218
10.89999771118164,108.44999694824219
10.87499771118164,108.525
10.924997711181641,108.525
10.87499771118164,108.475
10.924997711181641,108.475
10.89999771118164,108.5
10.87499771118164,108.57500305175782
10.924997711181641,108.57500305175782
10.87499771118164,108.5250030517578
10.924997711181641,108.5250030517578
10.89999771118164,108.55000305175781
10.87499771118164,108.6249984741211
10.924997711181641,108.6249984741211
10.87499771118164,108.57499847412109
10.924997711181641,108.57499847412109
10.89999771118164,108.5999984741211
10.824998474121093,99.525
10.874998474121094,99.525
10.824998474121093,99.475
10.874998474121094,99.475
10.849998474121094,99.5
10.824998474121093,100.57500305175782
10.874998474121094,100.57500305175782
10.824998474121093,100.5250030517578
10.874998474121094,100.5250030517578
10.849998474121094,100.55000305175781
10.824998474121093,103.525
10.874998474121094,103.525
10.824998474121093,103.475
10.874998474121094,103.475
10.849998474121094,103.5
10.824998474121093,108.3749984741211
10.874998474121094,108.3749984741211
10.824998474121093,108.32499847412109
10.874998474121094,108.32499847412109
10.849998474121094,108.3499984741211
10.824998474121093,108.42500152587891
10.874998474121094,108.42500152587891
10.824998474121093,108.3750015258789
10.874998474121094,108.3750015258789
10.849998474121094,108.4000015258789
10.824998474121093,108.4749969482422
10.874998474121094,108.4749969482422
10.824998474121093,108.42499694824218
10.874998474121094,108.42499694824218
10.849998474121094,108.44999694824219
10.824998474121093,108.525
10.874998474121094,108.525
10.824998474121093,108.475
10.874998474121094,108.475
10.849998474121094,108.5
10.774999237060547,102.4749969482422
10.824999237060547,102.4749969482422
10.774999237060547,102.42499694824218
10.824999237060547,102.42499694824218
10.799999237060547,102.44999694824219
10.774999237060547,102.82500305175782
10.824999237060547,102.82500305175782
10.774999237060547,102.7750030517578
10.824999237060547,102.7750030517578
10.799999237060547,102.80000305175781
10.774999237060547,103.275
10.824999237060547,103.275
10.774999237060547,103.225
10.824999237060547,103.225
10.799999237060547,103.25
10.774999237060547,108.1249984741211
10.824999237060547,108.1249984741211
10.774999237060547,108.07499847412109
10.824999237060547,108.07499847412109
10.799999237060547,108.0999984741211
10.774999237060547,108.2249969482422
10.824999237060547,108.2249969482422
10.774999237060547,108.17499694824218
10.824999237060547,108.17499694824218
10.799999237060547,108.19999694824219
10.774999237060547,108.275
10.824999237060547,108.275
10.774999237060547,108.225
10.824999237060547,108.225
10.799999237060547,108.25
10.774999237060547,108.32500305175782
10.824999237060547,108.32500305175782
10.774999237060547,108.2750030517578
10.824999237060547,108.2750030517578
10.799999237060547,108.30000305175781
10.774999237060547,108.3749984741211
10.824999237060547,108.3749984741211
10.774999237060547,108.32499847412109
10.824999237060547,108.32499847412109
10.799999237060547,108.3499984741211
10.725,101.57500305175782
10.775,101.57500305175782
10.725,101.5250030517578
10.775,101.5250030517578
10.75,101.55000305175781
10.725,102.525
10.775,102.525
10.725,102.475
10.775,102.475
10.75,102.5
10.725,103.17500152587891
10.775,103.17500152587891
10.725,103.1250015258789
10.775,103.1250015258789
10.75,103.1500015258789
10.725,108.17500152587891
10.775,108.17500152587891
10.725,108.1250015258789
10.775,108.1250015258789
10.75,108.1500015258789
10.725,108.2249969482422
10.775,108.2249969482422
10.725,108.17499694824218
10.775,108.17499694824218
10.75,108.19999694824219
10.725,108.275
10.775,108.275
10.725,108.225
10.775,108.225
10.75,108.25
10.725,124.775
10.775,124.775
10.725,124.725
10.775,124.725
10.75,124.75
10.675000762939453,97.7249969482422
10.725000762939453,97.7249969482422
10.675000762939453,97.67499694824218
10.725000762939453,97.67499694824218
10.700000762939453,97.69999694824219
10.675000762939453,102.92500152587891
10.725000762939453,102.92500152587891
10.675000762939453,102.8750015258789
10.725000762939453,102.8750015258789
10.700000762939453,102.9000015258789
10.675000762939453,103.1249984741211
10.725000762939453,103.1249984741211
10.675000762939453,103.07499847412109
10.725000762939453,103.07499847412109
10.700000762939453,103.0999984741211
10.675000762939453,103.17500152587891
10.725000762939453,103.17500152587891
10.675000762939453,103.1250015258789
10.725000762939453,103.1250015258789
10.700000762939453,103.1500015258789
10.675000762939453,103.4749969482422
10.725000762939453,103.4749969482422
10.675000762939453,103.42499694824218
10.725000762939453,103.42499694824218
10.700000762939453,103.44999694824219
10.675000762939453,108.17500152587891
10.725000762939453,108.17500152587891
10.675000762939453,108.1250015258789
10.725000762939453,108.1250015258789
10.700000762939453,108.1500015258789
10.675000762939453,108.2249969482422
10.725000762939453,108.2249969482422
10.675000762939453,108.17499694824218
10.725000762939453,108.17499694824218
10.700000762939453,108.19999694824219
10.675000762939453,108.275
10.725000762939453,108.275
10.675000762939453,108.225
10.725000762939453,108.225
10.700000762939453,108.25
10.62499771118164,92.6249984741211
10.674997711181641,92.6249984741211
10.62499771118164,92.57499847412109
10.674997711181641,92.57499847412109
10.64999771118164,92.5999984741211
10.62499771118164,97.6249984741211
10.674997711181641,97.6249984741211
10.62499771118164,97.57499847412109
10.674997711181641,97.57499847412109
10.64999771118164,97.5999984741211
10.62499771118164,101.7249969482422
10.674997711181641,101.7249969482422
10.62499771118164,101.67499694824218
10.674997711181641,101.67499694824218
10.64999771118164,101.69999694824219
10.62499771118164,103.025
10.674997711181641,103.025
10.62499771118164,102.975
10.674997711181641,102.975
10.64999771118164,103.0
10.62499771118164,103.2249969482422
10.674997711181641,103.2249969482422
10.62499771118164,103.17499694824218
10.674997711181641,103.17499694824218
10.64999771118164,103.19999694824219
10.62499771118164,103.32500305175782
10.674997711181641,103.32500305175782
10.62499771118164,103.2750030517578
10.674997711181641,103.2750030517578
10.64999771118164,103.30000305175781
10.62499771118164,103.3749984741211
10.674997711181641,103.3749984741211
10.62499771118164,103.32499847412109
10.674997711181641,103.32499847412109
10.64999771118164,103.3499984741211
10.62499771118164,107.9749969482422
10.674997711181641,107.9749969482422
10.62499771118164,107.92499694824218
10.674997711181641,107.92499694824218
10.64999771118164,107.94999694824219
